Stack,Parent tags,Child tags,Time tag,Type tag,Difficulty Level,Question Description,Solution,Testing - Is the question correct in terms of spelling and grammar? ,Testing - Unambiguous Statement?,Testing - Is solution provided is correct?,"Is the question tagging (topic, time, difficulty level) correct? ",Sign-off Given by? ,Approved by Internal tester,"Comments, if any (By Tester) ",Migrated onto Levelup?,Updated after review,Reviewed by Instructor/PI?,Reason for rejection,Updated after review
Node,Node Intermediate,Event Emitter,3 min,Implementation,Low,How do you remove a subscriber from an event emitter? Use code to explain.,"To remove a subscriber from an event emitter, you can use the .removeListener() method of the event emitter object.
Here's an example of how you can remove a subscriber from an event emitter in Node.js:
const EventEmitter = require('events');
// create a new event emitter
const myEmitter = new EventEmitter();
// create a listener function
const listener = () => console.log('Hello world!');
// add the listener to the emitter
myEmitter.on('greeting', listener);
// emit the event
myEmitter.emit('greeting');
// remove the listener from the emitter
myEmitter.removeListener('greeting', listener);
// emit the event again - this time the listener won't be called
myEmitter.emit('greeting');",Yes,Yes,Yes,Yes,Tanya,Yes,time can 3 min if studnent need to show the code,,,Approved,,
Node,Node Intermediate,Event Emitter,5 min,Implementation,High,"Implement an event emitter that can handle once-only events. Complete the below code
class MyEmitter {
  constructor() {
    // create an object to hold event listeners
    this.events = {};
  }
  // method to add event listeners
  on(eventName, listener) {
    if (!this.events[eventName]) {
      this.events[eventName] = [];
    }
    this.events[eventName].push(listener);
  }
  // method to remove event listeners
  off(eventName, listener) {
    if (!this.events[eventName]) {
      return;
    }
    this.events[eventName] = this.events[eventName].filter(
      (eventListener) => eventListener !== listener
    );
  }
  // method to add once-only event listeners - WRITE CODE HERE
 
  // method to emit events
  emit(eventName, ...args) {
    if (!this.events[eventName]) {
      return;
    }
    // copy the array of listeners so that removing listeners during the loop doesn't affect iteration
    const listeners = [...this.events[eventName]];
    for (const listener of listeners) {
      listener(...args);
    }
  }
}","class MyEmitter {
  constructor() {
    // create an object to hold event listeners
    this.events = {};
  }
  // method to add event listeners
  on(eventName, listener) {
    if (!this.events[eventName]) {
      this.events[eventName] = [];
    }
    this.events[eventName].push(listener);
  }
  // method to remove event listeners
  off(eventName, listener) {
    if (!this.events[eventName]) {
      return;
    }
    this.events[eventName] = this.events[eventName].filter(
      (eventListener) => eventListener !== listener
    );
  }
  // method to add once-only event listeners
  once(eventName, listener) {
    // create a new listener function that removes itself after it's called once
    const onceListener = (...args) => {
      listener(...args);
      this.off(eventName, onceListener);
    };
    this.on(eventName, onceListener);
  }
  // method to emit events
  emit(eventName, ...args) {
    if (!this.events[eventName]) {
      return;
    }
    // copy the array of listeners so that removing listeners during the loop doesn't affect iteration
    const listeners = [...this.events[eventName]];
    for (const listener of listeners) {
      listener(...args);
    }
  }
}
In this implementation, the MyEmitter class has a new method once() that works like the on() method, but adds a listener that will be removed automatically after it's called once.
The once() method creates a new listener function that calls the original listener and then removes itself using the off() method. This ensures that the listener is only called once.
Here's an example usage of this event emitter:
const myEmitter = new MyEmitter();
myEmitter.once('hello', (name) => {
  console.log(`Hello, ${name}!`);
});
myEmitter.on('goodbye', (name) => {
  console.log(`Goodbye, ${name}!`);
});
myEmitter.emit('hello', 'Alice');
myEmitter.emit('hello', 'Bob');
myEmitter.emit('goodbye', 'Charlie');
myEmitter.emit('goodbye', 'David');
In this example, we create a new MyEmitter object and add one once-only listener and one regular listener. We then emit two hello events and two goodbye events with different arguments. The once-only listener is only called once, for the first hello event. The regular listener is called for both goodbye events",Yes,Yes,Yes,Yes,Tanya,Yes,add more context  to the question,,Yes,Rejected,add more context  to the question,
Node,Node Intermediate,Event Emitter,3 min,Implementation,Low,Implement an event emitter using the Node.js built-in EventEmitter module.,"const EventEmitter = require('events');
class MyEmitter extends EventEmitter {}
const myEmitter = new MyEmitter();
myEmitter.on('event', (arg1, arg2) => {
  console.log('event', arg1, arg2);
});
myEmitter.emit('event', 'hello', 'world');
",Yes,Yes,Yes,Yes,Tanya,Yes,time can be 3 mins,,,Approved,,
Node,Node Intermediate,Event Emitter,1 min,Implementation,Medium,How do you subscribe to an event using the addListener method in an event emitter?,"The first argument is a string that represents the name of the event you want to listen to.
The second argument is a callback function that will be executed when the event is emitted.
Here's an example of how to use the on method to subscribe to an event:
const EventEmitter = require('events');
const myEmitter = new EventEmitter();
myEmitter.on('greet', (name) => {
  console.log(`Hello, ${name}!`);
});
myEmitter.emit('greet', 'John');",,,,,,,,,,,,
Node,Node Intermediate,Event Emitter,1 min,Implementation,Low,How do you unsubscribe from an event in an event emitter?,"To unsubscribe from an event in an event emitter, you need to use the off method. The off method is used to remove a listener function from the specified event.
Here's an example of how to unsubscribe from an event using the off method:
const EventEmitter = require('events');
const myEmitter = new EventEmitter();
const callback = (name) => {
  console.log(`Hello, ${name}!`);
};
myEmitter.on('greet', callback);
myEmitter.emit('greet', 'John'); // logs ""Hello, John!""
myEmitter.off('greet', callback);
myEmitter.emit('greet', 'Alice'); // nothing is logged",,,,,,,,,,,,
Node,Node Intermediate,Event Emitter,3 min,Implementation,Low,How do you unsubscribe all listeners from a specific event in an event emitter?,"To unsubscribe all listeners from a specific event in an event emitter, you can use the removeAllListeners method. The removeAllListeners method is used to remove all listener functions from the specified event.
Here's an example of how to unsubscribe all listeners from a specific event using the removeAllListeners method:
const EventEmitter = require('events');
const myEmitter = new EventEmitter();
const callback1 = (name) => {
  console.log(`Hello, ${name}!`);
};
const callback2 = () => {
  console.log(`Goodbye!`);
};
myEmitter.on('greet', callback1);
myEmitter.on('greet', callback2);
myEmitter.emit('greet', 'John'); // logs ""Hello, John!"" and ""Goodbye!""
myEmitter.removeAllListeners('greet');
myEmitter.emit('greet', 'Alice'); // nothing is logged",,,,,,,,,,,,
Node,Node Intermediate,Event Emitter,3 min,Implementation,Medium,How do you use once method to listen to an event only once in an event emitter?,"To listen to an event only once in an event emitter, you can use the once method. The once method is used to add a one-time listener function to the specified event.
Here's an example of how to use the once method to listen to an event only once:
const EventEmitter = require('events');
const myEmitter = new EventEmitter();
myEmitter.once('greet', (name) => {
  console.log(`Hello, ${name}!`);
});
myEmitter.emit('greet', 'John'); // logs ""Hello, John!""
myEmitter.emit('greet', 'Alice'); // nothing is logged",,,,,,,,,,,,
Node,Node Intermediate,Event Emitter,3 min,Implementation,Medium,How do you use eventNames method to get an array of all the event names in an event emitter?,"const EventEmitter = require('events');
const myEmitter = new EventEmitter();
myEmitter.on('greet', (name) => {
  console.log(`Hello, ${name}!`);
});
myEmitter.on('bye', () => {
  console.log(`Goodbye!`);
});
const eventNames = myEmitter.eventNames();
console.log(eventNames); // logs [""greet"", ""bye""]",,,,,,,,,,,,
Node,Node Intermediate,Event Emitter,3 min,Implementation,Medium,How do you extend the Node.js built-in EventEmitter class to create a custom event emitter class?,"To extend the Node.js built-in EventEmitter class and create a custom event emitter class, you can use the extends keyword and create a new class that inherits from EventEmitter.
Here's an example of how to extend the EventEmitter class to create a custom MyEmitter class:
const EventEmitter = require('events');
class MyEmitter extends EventEmitter {
  constructor() {
    super();
  }
  // custom methods for the new class
  myMethod() {
    console.log('This is my custom method!');
  }
}
const myEmitter = new MyEmitter();
myEmitter.on('greet', (name) => {
  console.log(`Hello, ${name}!`);
});
myEmitter.emit('greet', 'John'); // logs ""Hello, John!""
myEmitter.myMethod(); // logs ""This is my custom method!""",,,,,,,,,,,,
Node,Node Intermediate,Event Emitter,1 min,Implementation,Medium,How do you use setMaxListeners method to set the maximum number of listeners for all events in an event emitter?,"In Node.js, you can use the setMaxListeners method of an EventEmitter instance to set the maximum number of listeners for all events in the emitter. By default, an EventEmitter instance will print a warning message to the console if more than 10 listeners are added to a single event, as this can potentially indicate a memory leak in the code.
Here's an example of how to use the setMaxListeners method to set the maximum number of listeners for all events in an EventEmitter instance:
const EventEmitter = require('events');
const myEmitter = new EventEmitter();
myEmitter.setMaxListeners(20);
myEmitter.on('greet', (name) => {
  console.log(`Hello, ${name}!`);
});
for (let i = 0; i < 15; i++) {
  myEmitter.on('count', () => {
    console.log(`Count: ${i}`);
  });
}
console.log(myEmitter.getMaxListeners()); // logs 20",,,,,,,,,,,,
Node,Node Intermediate,Event Emitter,1 min,Implementation,Medium,How do you use getMaxListeners method to get the maximum number of listeners for all events in an event emitter?,"const EventEmitter = require('events');
const myEmitter = new EventEmitter();
console.log(myEmitter.getMaxListeners()); // logs 10
myEmitter.setMaxListeners(20);
console.log(myEmitter.getMaxListeners()); // logs 20",,,,,,,,,,,,
Node,Node Intermediate,Event Emitter,10 min,Implementation,Medium,"How do you implement a throttle for an event in an event emitter?
","class EventEmitter {
  constructor() {
    this.events = {};
  }
  
  on(event, listener, wait) {
    if (!this.events[event]) {
      this.events[event] = [];
    }
    const debounce = this.debounce(listener, wait);
    this.events[event].push(debounce);
  }
  
  emit(event, ...args) {
    if (this.events[event]) {
      this.events[event].forEach((listener) => listener(...args));
    }
  }
  
  debounce(fn, wait) {
    let timeout;
    return (...args) => {
      clearTimeout(timeout);
      timeout = setTimeout(() => {
        fn(...args);
      }, wait);
    };
  }
}
const emitter = new EventEmitter();
emitter.on(""click"", () => console.log(""Clicked""), 1000); // Throttles the click event to every 1000ms
emitter.emit(""click"");",,,,,,,,,,,,
Node,Node Intermediate,Event Emitter,10 min,Implementation,Medium,How do you implement a debounce for an event in an event emitter?,"class EventEmitter {
  constructor() {
    this.events = {};
  }
  on(eventName, callback, delay = 500) {
    if (!this.events[eventName]) {
      this.events[eventName] = [];
    }
    this.events[eventName].push({
      callback,
      delay,
      timer: null
    });
  }
  emit(eventName, ...args) {
    const event = this.events[eventName];
    if (event) {
      event.forEach(({ callback, delay, timer }) => {
        if (timer) clearTimeout(timer);
        timer = setTimeout(() => {
          callback(...args);
          timer = null;
        }, delay);
      });
    }
  }
}
",,,,,,,,,,,,
Node,Node Intermediate,Caching,1 min,Knowledge,Low,What is caching in the context of web development?,"Caching in web development refers to the process of storing frequently used data or responses in a cache to improve application performance and reduce the load on the server. Caching can be implemented at various levels, such as the database level, application level, and client level, to reduce the number of requests made to the server and improve response time. When data is requested again, it can be retrieved from the cache rather than being regenerated, which can significantly improve the performance of the application.",Yes,Yes,Yes,Yes,Mahesh,Yes,,,,Approved,,
Node,Node Intermediate,Caching,3 min,Knowledge,Medium,What is the difference between server-side and client-side caching?,"Server-side caching is a technique of storing frequently accessed data on the server, so that it can be served quickly without performing expensive computations or accessing a database. It helps in reducing the load on the server and improving the performance of the web application.
On the other hand, client-side caching involves storing data on the client's machine, typically in the web browser's cache. This data can include HTML, CSS, JavaScript files, and other resources. When a user revisits a page, the browser can load these cached resources from the local cache, rather than making a new request to the server.",Yes,Yes,Yes,Yes,Mahesh,Yes,,,,Approved,,
Node,Node Intermediate,Caching,3 min,Knowledge,Medium,What are some best practices for implementing caching in a Node.js application?,"Here are some best practices for implementing caching in a Node.js application:
1.Determine what to cache: It's important to identify the data that needs to be cached. Caching everything may not be feasible or efficient. Identify the parts of your application that can benefit most from caching.
2.Set an expiration time: Cache entries should have an expiration time. This ensures that stale data is not used, and the cache doesn't grow indefinitely. The expiration time should be set based on the data's frequency of change and importance.
3.Use a consistent key naming convention: The key used to store cache data should be consistent and easy to understand. This helps in debugging and maintaining the application.
4.Implement cache invalidation: When data changes, the corresponding cache entry should be invalidated. This ensures that the cache is always up-to-date.
5.Monitor cache usage: Monitoring cache usage can help identify inefficiencies and bottlenecks. Tools like RedisMON can help monitor Redis cache usage.",Yes,Yes,Yes,Yes,Mahesh,Yes,its difficulty level should be medium,,Yes,Approved,Time should be 3 min.,Yes
Node,Node Intermediate,Caching,5 min,Implementation,Medium,How can you use the Node.js fs module to cache file contents in a Node.js application?,"const fs = require('fs');
const cache = {};
function getFileContent(filePath) {
  if (cache[filePath]) {
    console.log('File content fetched from cache');
    return Promise.resolve(cache[filePath]);
  } else {
    return new Promise((resolve, reject) => {
      fs.readFile(filePath, (err, data) => {
        if (err) {
          reject(err);
        } else {
          console.log('File content fetched from disk');
          cache[filePath] = data;
          resolve(data);
        }
      });
    });
  }
}
// usage example
getFileContent('/path/to/file.txt')
  .then(data => console.log(data))
  .catch(err => console.error(err));
",Yes,Yes,Yes,Yes,Mahesh,Yes,,,,Approved,Tag should be implementation,Yes
Node,Node Intermediate,Redis,3 min,Knowledge,Low,What is Redis and how does it work?,"Redis is an open-source, in-memory data structure store. It is often referred to as a data structure server, as it provides a rich set of data structures such as strings, hashes, lists, sets, and sorted sets. Redis is used to store and retrieve data quickly, as it keeps the data in memory and can persist it to disk if necessary.
Redis is commonly used as a caching layer in web applications, as it can dramatically improve the performance of frequently accessed data.
Redis uses a single-threaded, event-driven architecture that allows it to handle a large number of clients simultaneously. It also supports pipelining and Lua scripting, which can improve performance and flexibility.
Redis can be used in standalone mode or in a clustered configuration for high availability and scalability. Redis Cluster divides the data across multiple nodes, providing automatic sharding and replication for improved fault tolerance.",Yes,Yes,Yes,Yes,Mahesh,Yes,,,,Approved,,
Node,Node Intermediate,Redis,3 min,Knowledge,Low,What are the advantages of using Redis as a data store?,"There are several advantages of using Redis as a data store, including:
1. Fast performance: Redis stores all its data in memory, which makes it extremely fast compared to traditional disk-based databases. It can handle millions of requests per second and provides sub-millisecond latency, which makes it ideal for high-performance applications.
2.Versatility: Redis supports a variety of data structures such as strings, hashes, lists, sets, and sorted sets. This makes it easy to model complex data structures and manipulate data in real-time.
3.Scalability: Redis can be used in standalone mode or in a clustered configuration for high availability and scalability. Redis Cluster provides automatic sharding and replication, which makes it easy to scale Redis horizontally.
4.Flexibility: Redis provides a number of advanced features such as Lua scripting, transactions, and pub/sub messaging. This makes it easy to build custom functionality and integrate Redis into a variety of applications.
5.Persistence: Redis can persist its data to disk, which makes it more durable and reliable than pure in-memory databases. It also provides different persistence options, such as RDB snapshots and AOF logs, which can be used to balance performance and durability.",Yes,Yes,Yes,Yes,Mahesh,Yes,,,,Approved,3 min time is fine.,Yes
Node,Node Intermediate,Redis,3 min,Implementation,Low,How would you implement a simple caching system using Redis in a web application? Write  code in node js ?,"we first create a Redis client using the redis package in Node.js. We then define a getFromCache function that takes a key argument and a callback function, and checks if the data for that key is in Redis. If it is, it calls the callback function with the cached data, otherwise it calls a fetchDataFromDatabase function that fetches the data from the database, stores it in Redis with a time-based expiration using the set method, and passes it to the callback function.
const redis = require(""redis"");
const client = redis.createClient();
// Define a caching function
function getFromCache(key, callback) {
  client.get(key, (err, data) => {
    if (err) throw err;
    if (data !== null) {
      console.log(""Using cached data..."");
      callback(JSON.parse(data));
    } else {
      console.log(""Fetching data from database..."");
      fetchDataFromDatabase(key, callback);
    }
  });
}
// Define a function to fetch data from the database
function fetchDataFromDatabase(key, callback) {
  // Fetch data from the database and pass it to the callback
  const data = { key: ""value"" };
  console.log(""Storing data in cache..."");
  client.set(key, JSON.stringify(data), ""EX"", 30);
  callback(data);
}
// Use the caching function in your application
getFromCache(""my_key"", (data) => {
  console.log(""Data:"", data);
});
Finally, in your application code, you would call getFromCache with the appropriate key and a callback function that uses the retrieved data. This allows you to cache frequently accessed data and improve the performance of your Node.js application.",Yes,Yes,Yes,Yes,Mahesh,Yes,,,,Approved,,
Node,Node Intermediate,Redis,5 min,Application,Medium,Can you describe how you would use Redis to implement rate limiting for API requests?,"const redis = require(""redis"");
const client = redis.createClient();
const MAX_REQUESTS_PER_MINUTE = 100;
const BURST_SIZE = 10;
// Middleware function to enforce rate limiting
function rateLimit(req, res, next) {
  const ip = req.ip;
  // Get the current number of requests for this IP from Redis
  client.get(ip, (err, numRequests) => {
    if (err) throw err;
    numRequests = parseInt(numRequests) || 0;
    if (numRequests < MAX_REQUESTS_PER_MINUTE) {
      // If the number of requests is below the limit, increment the count and continue
      client.multi()
        .incr(ip)
        .expire(ip, 60)
        .exec((err) => {
          if (err) throw err;
          next();
        });
    } else {
      // If the number of requests is above the limit, return a 429 ""Too Many Requests"" error
      res.status(429).send({ error: ""Too Many Requests"" });
    }
  });
}
// Use the rate limiting middleware in your API routes
app.get(""/api"", rateLimit, (req, res) => {
  res.send(""Hello, world!"");
});
",Yes,Yes,Yes,Yes,Mahesh,Yes,,,,Approved,,
Node,Node Intermediate,Knowing different Redis data structures.,3 min,Knowledge,Medium,What are the redis data structures ?,"Redis supports various data structures, including:
1. Strings: A string data structure can store any text or binary data, such as user names, passwords, session IDs, and serialized objects.
2. Hashes: A hash data structure stores field-value pairs, which are useful for storing objects, configurations, and settings.
3. Lists: A list data structure stores a collection of ordered elements, which can be useful for implementing queues, stacks, and message brokers.
4. Sets: A set data structure stores a collection of unique, unordered elements, which can be used for counting, membership testing, and data deduplication.
5. Sorted Sets: A sorted set data structure stores a collection of unique, ordered elements with a score assigned to each element, which can be used for ranking, sorting, and leaderboards.
6. Bitmaps: A bitmap data structure is a space-efficient way of storing a large number of bits, which can be used for tracking user activity, such as clicks, impressions, and views.
7. HyperLogLogs: A HyperLogLog data structure is a probabilistic algorithm for counting distinct elements in a set with a low memory footprint.
8. Geospatial Indexes: Redis provides support for indexing and querying geospatial data using longitude and latitude coordinates.
9.Streams: A stream data structure is a new data type introduced in Redis 5.0, which can be used for message passing, event sourcing, and real-time analytics.
10. Bloom Filters: A Bloom Filter data structure is a probabilistic data structure for checking if an element is a member of a set with a low memory footprint.
",Yes,Yes,Yes,Yes,Mahesh,Yes,,,,Approved,,
Node,Node Intermediate,Knowing different Redis data structures.,1 min,Knowledge,Low,"What is a Redis hash data structure, and how is it different from a Redis string?","The key difference between a Redis hash and a Redis string is that a hash allows you to store multiple fields and values, while a string can only store a single value. With a hash, you can access individual fields and values using their keys, and you can also perform operations on multiple fields and values at once, such as incrementing or decrementing a numeric value, or appending a string value. In contrast, with a string, you can only perform operations on the entire value at once, such as setting or getting the value, or appending or prepending to the value.",Yes,Yes,Yes,Yes,Mahesh,Yes,,,,Approved,,
Node,Node Intermediate,Knowing different Redis data structures.,3 min,Knowledge,Medium,"What is a Redis list data structure, and how can it be used to implement a message queue?","A Redis list data structure is a collection of ordered elements, where each element is a string. Lists are useful for implementing queues, stacks, and message brokers.
A Redis list can be used to implement a message queue by using the following operations:
1. ""LPUSH"": This command pushes a message onto the front of the queue. The syntax is ""LPUSH <queue_name> <message> "" .
2. ""RPUSH"" : This command pushes a message onto the end of the queue. The syntax is ""RPUSH <queue_name> <message> "" .
3. ""LPOP"" : This command removes and returns the first message from the queue. The syntax is ""LPOP <queue_name> "" .
4. ""RPOP"" : This command removes and returns the last message from the queue. The syntax is ""RPOP <queue_name>"" .
5. ""BLPOP"": This command blocks until a message is available on the queue, and then removes and returns the first message. The syntax is ""BLPOP <queue_name> <timeout> "" .
6. BRPOP: This command blocks until a message is available on the queue, and then removes and returns the last message. The syntax is ""BRPOP <queue_name> <timeout>"".
7. ""LLEN"" : This command returns the length of the queue, which is the number of messages in the queue. The syntax is ""LLEN <queue_name> "" .
Using these commands, you can create a simple message queue with Redis. Messages are added to the queue using LPUSH or RPUSH, and removed from the queue using LPOP or RPOP. You can also block until a message is available using BLPOP or BRPOP.",Yes,Yes,Yes,Yes,Mahesh,Yes,,,,Approved,"3min time is fine
difficulty=>medium",Yes
Node,Node Intermediate,Knowing different Redis data structures.,5 min,Application,Medium,"Write  code using Redis hashes store user profile information (e.g. name, email, bio, etc.) in a web application?","const redis = require('redis');
const client = redis.createClient();
// Define a function to store a user profile as a hash in Redis
function storeUserProfile(userId, profile) {
  client.hmset(`user:${userId}`, profile, (err, res) => {
    if (err) {
      console.error(err);
    } else {
      console.log(`User profile stored for user ${userId}`);
    }
  });
}
// Define a function to retrieve a user profile from Redis
function getUserProfile(userId) {
  client.hgetall(`user:${userId}`, (err, profile) => {
    if (err) {
      console.error(err);
    } else {
      console.log(`User profile retrieved for user ${userId}:`, profile);
    }
  });
}
// Example usage: store a user profile for user with ID 123
const userProfile = {
  name: 'Alice',
  email: 'alice@example.com',
  bio: 'I love coding and hiking!',
};
storeUserProfile(123, userProfile);
// Example usage: retrieve the user profile for user with ID 123
getUserProfile(123);
",Yes,Yes,Yes,Yes,Mahesh,Yes,,,,Approved,,
Node,Node Intermediate,Using different Redis commands.,3 min,Knowledge,Medium,How are Redis lists different from Redis sets?,"Redis lists and Redis sets are two different data structures in Redis.
- ""Redis lists"" are ordered collections of elements where each element is identified by its index or position in the list. Lists in Redis are similar to arrays in other programming languages and can store up to 4 billion elements. Redis lists support operations like adding, removing, and retrieving elements from either end of the list, as well as inserting and deleting elements at a specific index.
-""Redis sets"", on the other hand, are unordered collections of unique elements. Unlike lists, sets do not store elements in a particular order, and duplicates are not allowed. Redis sets are optimized for membership testing, which makes them useful for tasks like keeping track of online users or checking if a particular item is present in a collection. Redis sets support operations like adding and removing elements, as well as set operations like union, intersection, and difference between multiple sets.",Yes,Yes,Yes,Yes,Mahesh,Yes,,,,Approved,3min time,Yes
Node,Node Intermediate,Using different Redis commands.,3 min,Knowledge,Medium,What is the difference between Redis sets and sorted sets?,"Redis sets and sorted sets are both data structures in Redis that store a collection of unique elements. The main difference between the two is that sorted sets, as the name suggests, store elements in a sorted order, while sets do not.
Here are some key differences between Redis sets and sorted sets:
1.Redis sets are unordered collections of unique elements, while sorted sets are ordered collections of unique elements where each element is associated with a score.
2.In Redis sets, the order in which elements are stored is not important, and there is no way to retrieve the elements in a particular order. In sorted sets, elements are stored in ascending order based on their score.
3.Redis sets are useful for tasks like keeping track of online users or checking if a particular item is present in a collection. Sorted sets are useful for tasks like ranking users based on their scores, keeping track of stock prices, or implementing leaderboards.",Yes,Yes,Yes,Yes,Mahesh,Yes,,,,Approved,,
Node,Node Intermediate,Using different Redis commands.,1 min,Knowledge,Low,What is the purpose of the GET command in Redis?,"The GET command in Redis is used to retrieve the value of a key from the Redis database. It takes a single argument, which is the key for which the value is to be retrieved. If the key exists in the database, the command returns the value associated with the key, otherwise, it returns a null value. The GET command can be used on keys that are associated with any data type in Redis, including strings, hashes, lists, sets, and sorted sets.
syntax - GET key",Yes,Yes,Yes,Yes,Mahesh,Yes,,,,Approved,,
Node,Node Intermediate,Using different Redis commands.,1 min,Knowledge,Low,How is the SET command used in Redis ?,"The SET command in Redis is used to set a key-value pair in the database. The syntax of the SET command is as follows:
syntax : SET key value [EX seconds] [PX milliseconds] [NX|XX]
where:
key: The name of the key to be set.
value: The value to be stored at the key.
EX seconds or PX milliseconds: Optional parameters to set the expiration time for the key. EX sets the expiration time in seconds, while PX sets it in milliseconds.
NX|XX: Optional parameters to set the condition for setting the key-value pair. NX means that the key should only be set if it does not already exist, while XX means that the key should only be set if it already exists.",Yes,Yes,Yes,Yes,Mahesh,Yes,,,,Approved,,
Node,Node Intermediate,Using different Redis commands.,1 min,Knowledge,Low,What is the purpose of the INCR command in Redis?,"The INCR command in Redis is used to increment the value of a key by 1. If the key does not exist, it is initialized with a value of 0 before being incremented. The INCR command is often used for implementing counters and other numeric operations in Redis.
For example, if we have a key ""counter"" with a value of 5, we can use the INCR command to increment it as follows:
Ex. > SET counter 5
OK
> INCR counter
(integer) 6
> INCR counter
(integer) 7",Yes,Yes,Yes,Yes,Mahesh,Yes,,,,Approved,,
Node,Node Intermediate,Using different Redis commands.,3 min,Knowledge,Medium,What is the purpose of the ZADD and SADD command in Redis?,"Both ZADD and SADD are used for adding members to a data structure in Redis, but they differ in the way they store and organize data. ZADD is used for adding members to a sorted set, where each member has a score associated with it, while SADD is used for adding members to an unordered set.
The ZADD command in Redis is used to add one or more members to a sorted set, along with their scores. The command allows adding new members to the sorted set or updating the scores of existing members.
Example:
ZADD myset 10 ""member1""
ZADD myset 20 ""member2""
The SADD command in Redis is used to add one or more members to a set. The command allows adding new members to the set or ignoring members that are already present in the set.
Example:
SADD myset ""member1""
SADD myset ""member2""
",Yes,Yes,Yes,Yes,Mahesh,Yes,,,,Approved,3min time maximum time required ,Yes
Node,Node Intermediate,Monitoring and Logging.,1 min,Knowledge,Low,Explain what is Monitoring ?,"Monitoring is the process of observing and measuring the behavior of a system in real-time to ensure that it is performing as expected. This can involve tracking system metrics such as CPU usage, memory usage, network traffic, response times, and error rates, among others. The goal of monitoring is to detect issues as early as possible, ideally before they cause significant problems, and to provide visibility into system performance for troubleshooting and optimization purposes.",Yes,Yes,Yes,Yes,Tanya,Yes,,,,Approved,,
Node,Node Intermediate,Monitoring and Logging.,1 min,Knowledge,Low,Explain what is Logging ?,"Logging, involves the recording of events and activities that occur within a system, typically in the form of text-based files. Logs can contain a wide range of information, including system errors, warnings, user actions, and performance metrics. The purpose of logging is to capture a detailed record of what has happened within a system, which can be used for debugging, auditing, compliance, and analysis purposes.",Yes,Yes,Yes,Yes,Tanya,Yes,,,,Approved,,
Node,Node Intermediate,Monitoring and Logging.,3 min,Knowledge,Low,"What is the difference between monitoring and logging, and why are they important for system management?","Monitoring and logging are two related but distinct processes in system management.
Monitoring is the ongoing process of observing and measuring a system's performance in real-time. It involves tracking metrics such as CPU usage, memory usage, network traffic, response times, and error rates, among others, to detect issues as early as possible and provide visibility into system performance.
Logging, on the other hand, involves recording events and activities that occur within a system, typically in the form of text-based files. Logs can contain a wide range of information, including system errors, warnings, user actions, and performance metrics. The purpose of logging is to capture a detailed record of what has happened within a system, which can be used for debugging, auditing, compliance, and analysis purposes.
Both monitoring and logging are important for system management because they provide critical insights into system performance and behavior. Monitoring allows for proactive management and troubleshooting, while logging provides a detailed record of events that can be used to diagnose issues and identify trends over time. Together, they help ensure the reliability, availability, and performance of a system.",Yes,Yes,Yes,Yes,Tanya,Yes,difficulty should be low ,,Yes,Approved,,
Node,Node Intermediate,Monitoring and Logging.,3 min,Knowledge,Medium,"What are some key performance metrics that should be monitored when running a Node.js application, and why are they important?","There are several key performance metrics that should be monitored when running a Node.js application, including:
1.CPU usage: This metric measures the percentage of CPU resources being utilized by the Node.js process. High CPU usage can indicate that the application is experiencing processing bottlenecks or that it is running on insufficient hardware.
2.Memory usage: This metric measures the amount of memory being consumed by the Node.js process. High memory usage can indicate memory leaks or other issues that can cause the application to crash or become unresponsive.
3.Event loop latency: This metric measures the time it takes for the event loop to process incoming requests. High event loop latency can indicate that the application is experiencing performance issues or that it is not able to handle incoming requests efficiently.
4.Request/response times: This metric measures the time it takes for the application to respond to incoming requests. High response times can indicate that the application is experiencing performance issues or that it is not able to handle incoming requests efficiently.
5.Error rate: This metric measures the number of errors or exceptions occurring in the Node.js application. High error rates can indicate bugs or other issues that can cause the application to crash or become unresponsive.",Yes,Yes,Yes,Yes,Tanya,Yes,,,,Approved,3 min time is enough,Yes
Node,Node Intermediate,Monitoring and Logging.,3 min,Knowledge,Medium,What are some best practices for logging in a Node.js application ?,"Here are some best practices for logging in a Node.js application:
1.Use a logging library: There are several popular logging libraries for Node.js, such as Winston, Bunyan, and Pino. These libraries provide a simple API for logging messages and can be configured to output logs to various destinations, including the console, files, and third-party logging services.
2.Use structured logging: Structured logging formats like JSON or key-value pairs are preferred over plain text messages because they make it easier to search and analyze log data. Structured logging also allows for better integration with logging services like Elasticsearch, Logstash, and Kibana.
3.Use log levels: Log levels allow developers to filter log messages based on their severity. Common log levels include error, warn, info, debug, and trace. Use appropriate log levels to help identify issues and debug problems.
4.Log relevant information: Include relevant information in the log messages, such as the request path, HTTP status code, user ID, and error stack trace. This information can help in debugging and troubleshooting issues.
5.Avoid logging sensitive information: Avoid logging sensitive information like passwords, credit card numbers, or personally identifiable information (PII). If sensitive data needs to be logged, use encryption or obfuscation to protect it.
6.Use log rotation: Log files can grow rapidly and take up a lot of disk space. Use log rotation to limit the size of log files and archive old logs.
7.Monitor log data: Use log analysis tools to monitor and analyze log data in real-time. This can help detect and diagnose issues before they become critical problems.
By following these best practices, developers can ensure that logging in their Node.js application is efficient, effective, and secure.",Yes,Yes,Yes,Yes,Tanya,Yes,difficulty should be medium,,Yes,Approved,3 min time is enough,Yes
